node,degree_centrality
A0A1D6LIQ6,1.50E-05
O94776,0.000966705
A5TZK3,0
A0A1D6K1W3,0.000651964
EBI-13886111,7.49E-06
Q9M2S6,2.25E-05
Q61171,0.000104914
Q0PF16,7.49E-06
Q9TSW1,7.49E-06
Q5DU14,3.00E-05
Q8CC88,4.50E-05
A0QZU6,7.49E-06
Q9VT57,4.50E-05
Q9VPU3,0.000172358
P53776,2.25E-05
Q20830,7.49E-06
Q387B3,7.49E-06
P53585,4.50E-05
Q8N0X2,3.00E-05
P55042,3.00E-05
Q9Z0P5,1.50E-05
P36929,0.000104914
P07527,7.49E-06
P82629,7.49E-06
Q8NDL9,2.25E-05
EBI-15669787,7.49E-06
Q8IXQ3,4.50E-05
EBI-6829325,7.49E-06
O25351,0.000112408
Q9VXP3,8.24E-05
P46974,6.74E-05
EBI-6829449,7.49E-06
P28357,2.25E-05
Q9TXQ8,7.49E-06
P06024,7.49E-06
A0A0B4J1V9,7.49E-06
Q94F00,7.49E-06
P36896,0.000127395
Q9NVH2,9.74E-05
Q9VLM7,7.49E-06
Q92783-1,2.25E-05
Q9C9L2,0.002008348
K9UT36,8.24E-05
Q5HZ38,3.00E-05
K7V9W1,0.000494593
Q92851,0.00019484
Q7SY50,7.49E-06
Q5SVG5,1.50E-05
P0AG40,7.49E-05
Q9CZG9,1.50E-05
EBI-22325049,7.49E-06
A8WA00,2.25E-05
Q9W2V9,4.50E-05
Q9GZR7,0.001019162
Q9UJU6,0.000239803
O77323,3.00E-05
Q7Z2X4,8.99E-05
A0A1D6JT75,7.49E-06
A0A1D6IP11,3.00E-05
B8A507,5.25E-05
A5E0P6,1.50E-05
Q9VIE9,7.49E-06
P37231,0.000689433
Q7FZF1,5.25E-05
P08536,6.00E-05
Q9VS98,1.50E-05
O83885,3.75E-05
Q63HN8-6,5.25E-05
Q9U3S3,1.50E-05
H2KYX2,7.49E-06
Q55736,2.25E-05
Q7XKI6,7.49E-06
F6WQW2,1.50E-05
Q5JSB6,7.49E-06
Q8MTA4,7.49E-06
P36105,0.000217321
A0A1D6LF73,6.74E-05
Q8I283,6.74E-05
O95153-3,7.49E-06
A0A1D6HKR9,0.000112408
Q23571,1.50E-05
Q24093,1.50E-05
Q0PB82,1.50E-05
Q9FGZ9,1.50E-05
Q8I255,0.000172358
Q9VFM9,7.49E-06
EBI-6807630,7.49E-06
Q71UE8,1.50E-05
EBI-5664428,7.49E-06
Q06102,0.000202334
P35180,0.000149877
Q5NFM9,7.49E-06
P02788,0.000442136
D6XSD4,0
P12881,0.000119901
P27487-PRO_0000027214,7.49E-06
Q9VN19,2.25E-05
P23497,0.000651964
P42866-9,7.49E-06
Q9VDG5,2.25E-05
Q9Z2E2,1.50E-05
Q5THJ4,0.000112408
Q811U4,3.75E-05
O53512,7.49E-06
P29322-1,7.49E-06
EBI-4393353,7.49E-06
Q6GPS8,7.49E-06
Q4KM38,7.49E-06
Q14571,0.000247297
EBI-25776119,7.49E-06
A0A1D6J7R1,0.000119901
Q9NQ69-2,3.00E-05
D4A962,7.49E-06
B8A3P7,7.49E-06
Q9H228,7.49E-05
A2RVQ5,0.000307247
Q9VXK6,2.25E-05
P46422,7.49E-06
G0RYI5,7.49E-06
Q03146,7.49E-06
Q8I2X4,0.000127395
EBI-6807481,7.49E-06
A0A1D6IEH3,9.74E-05
Q9VMB9,3.00E-05
P13747,0.000442136
M9PF20,2.25E-05
Q9C0H2,5.25E-05
Q84PD8,7.49E-06
Q7RTT6,1.50E-05
O80474,7.49E-06
P61081,0.000599507
Q8R5K4,1.50E-05
Q7G8T1,7.49E-06
Q55951,2.25E-05
EBI-6813282,7.49E-06
B2RZD1,1.50E-05
P27476,0.000479606
Q72CE6,3.75E-05
Q23680,1.50E-05
P53505,7.49E-06
E9Q557,0.000262284
A0A1D6K1U0,5.25E-05
O70576,6.00E-05
Q59549,2.25E-05
P40579,7.49E-05
Q8MYM5,7.49E-06
A0A6L8P0F0,3.00E-05
Q07660,3.75E-05
P53568,1.50E-05
A8K3C2,7.49E-06
Q96HF1,0.000104914
Q99JP6,8.99E-05
Q8WUV1,6.74E-05
P19440,3.75E-05
O88552,7.49E-06
P39015,0.000854297
Q9NVP4,2.25E-05
A0A1D6GJL2,7.49E-06
P28040,3.00E-05
Q96JK9,8.99E-05
Q62677,7.49E-06
J3KTF8,7.49E-06
P70434,6.00E-05
Q94EJ2,0
EBI-22330462,3.00E-05
EBI-13666859,4.50E-05
Q8TEW8,4.50E-05
P80858,7.49E-06
Q9FHH8,2.25E-05
G3C9M6,7.49E-06
A6NDS4,7.49E-06
A1Z833,7.49E-06
EBI-12521740,7.49E-06
C0SVM5,0.000164864
EBI-6776105,7.49E-06
Q584U5,7.49E-06
O58263,1.50E-05
F4K5T4,6.74E-05
C0PBJ1,0.000314741
Q5NIF9,3.00E-05
Q8K3J1,3.00E-05
P34047,0
Q9LS24,2.25E-05
Q12229,7.49E-05
P42759,7.49E-06
Q9CY57,8.24E-05
Q22352,7.49E-06
Q8N766-3,2.25E-05
Q10146,1.50E-05
EBI-11621275,0.001880953
P48356,8.99E-05
Q14524-3,3.75E-05
K7V3U2,7.49E-05
P63000-2,8.24E-05
Q18680,7.49E-06
P11792,0.000157371
Q8IV31,0.000329729
Q5KTT8,1.50E-05
Q04608,9.74E-05
Q8D1P4,7.49E-05
Q8T0L3,8.99E-05
A0A1D6LUN4,2.25E-05
EBI-13696787,5.25E-05
P29994-1,1.50E-05
EBI-6827535,7.49E-06
Q729Q4,4.50E-05
Q8MSW1,1.50E-05
A0A3N4B749,5.25E-05
Q7KS66,7.49E-06
EBI-6790542,7.49E-06
O97061,5.25E-05
Q9SVG9,1.50E-05
Q5JTZ9,0.000307247
P15043,8.99E-05
P0AFD6,6.00E-05
Q9H4I8,4.50E-05
Q6C8J9,7.49E-06
EBI-6822973,7.49E-06
O60241,6.74E-05
A0A5N4DAX7,2.25E-05
EBI-6765671,7.49E-06
A0A1D6EXH2,1.50E-05
B4FT05,1.50E-05
EBI-26451304,7.49E-06
EBI-13774739,7.49E-06
P46283,1.50E-05
Q7KT60,3.75E-05
Q9ZN16,6.74E-05
Q5T124,0.000187346
O74985,7.49E-06
Q81X63,1.50E-05
Q15761,2.25E-05
B7ZZU3,2.25E-05
Q9VBY6,1.50E-05
H0YF77,7.49E-06
O59581,0
Q9JID9,7.49E-06
Q6AZI1,7.49E-06
EBI-13728370,6.74E-05
Q53U87,1.50E-05
Q9VIK2,7.49E-06
Q9M0B9,0.000112408
O34341,7.49E-06
EBI-13680501,1.50E-05
Q9SFE9,0.000209827
M1JCC0,7.49E-06
EBI-13669575,0.000112408
Q16537,0.000524569
A0A6L8PMI4,7.49E-06
Q9UPQ8,0.000232309
O75626-3,2.25E-05
Q9PHT8,1.50E-05
Q5U4V6,7.49E-06
EBI-6790154,7.49E-06
Q9Y6N9-4,0.000134889
Q61751,1.50E-05
EBI-12592918,7.49E-06
A0A6L8P195,7.49E-06
P21554,8.99E-05
O14818-1,3.00E-05
Q9LIP1,0.000134889
P0C0V9,0
P47893,7.49E-06
EBI-6884836,7.49E-06
Q8IN47,3.00E-05
P60827,7.49E-06
P0C1Z6-1,7.49E-06
EBI-13687665,7.49E-05
P05197,6.74E-05
Q7Z6J6-2,5.25E-05
A0A1D6FA58,1.50E-05
P69277,7.49E-06
A0A1D6DXW6,7.49E-06
Q08981,5.25E-05
Q8GYM3,7.49E-06
C0HEJ9,7.49E-06
Q8SYN0,2.25E-05
P39005,1.50E-05
P31572,8.99E-05
Q96S08,6.74E-05
Q7KN61,4.50E-05
EBI-12554250,7.49E-06
Q9SDW0,0.000179852
O16511,9.74E-05
O55236,1.50E-05
P30657,0.000224815
Q8IB51,7.49E-06
G1T3D8,7.49E-06
P05894,1.50E-05
A0A6L8PJ25,7.49E-06
Q6P1F6,4.50E-05
Q9W1F6,7.49E-06
A0A1D6NHN2,3.75E-05
A0A1D6F293,3.75E-05
ENSG00000273611,7.49E-06
Q3E742,7.49E-06
B6SGX0,8.99E-05
Q91YI6,1.50E-05
ENSG00000145191,7.49E-06
Q5U462,7.49E-06
Q96TA1,0.00025479
EBI-21273597,1.50E-05
P14136-2,0.000164864
EBI-6797984,7.49E-06
Q9UJU5,0.000127395
A0A1D6PBU4,3.75E-05
P54423,0.000112408
Q86TC9,7.49E-05
A0A1D6PST8,5.25E-05
Q11189,3.75E-05
Q9GZT5,1.50E-05
Q9V4C9,9.74E-05
EBI-6822955,7.49E-06
P12970,6.00E-05
P39538,0.000134889
Q8NDP4,0.00019484
H0Y5B4,2.25E-05
O13329,0.00029226
O88196,3.00E-05
A0A1D6KGV8,7.49E-06
Q64591,1.50E-05
P09596,7.49E-06
ENSG00000276409,5.25E-05
EBI-6789082,7.49E-06
P32598,0.001423829
P38148,5.25E-05
3.2.1.166,7.49E-06
A0A1D6HIH3,4.50E-05
ENSG00000169067,7.49E-06
Q0WQX9,0.000217321
Q12929,0.000569532
Q7PBP3,7.49E-06
Q9BRX9,0.00119152
EBI-9087227,7.49E-06
EBI-13795971,7.49E-06
Q0PBA6,6.00E-05
EBI-13678410,2.25E-05
P20991,7.49E-06
P03045,5.25E-05
Q64194,7.49E-06
EBI-11295639,7.49E-06
Q42340,2.25E-05
P41848,1.50E-05
P43276,4.50E-05
Q6ZN54,3.00E-05
Q9UBK2,0.00019484
Q5NHL8,7.49E-06
Q13214-2,0.000164864
P70362,3.00E-05
P0A8G9,3.75E-05
P41930,7.49E-06
Q3U2N8,7.49E-06
O02358,7.49E-06
ENSMUSG00000065610,7.49E-06
EBI-1203195,3.00E-05
G3V8V3,1.50E-05
Q9VUK0,2.25E-05
P38728,7.49E-06
Q9V4E0,4.50E-05
EBI-6774959,7.49E-06
Q9SY07,1.50E-05
P16581,0.000104914
B6TJ26,7.49E-06
P60709,0.00273525
Q8VZ40,0.000112408
Q9VU08,5.25E-05
Q6VN19,1.50E-05
Q9MAT0,5.25E-05
O25790,4.50E-05
A0A1D6FPF7,6.00E-05
Q72LA5,7.49E-06
B4FKY5,2.25E-05
Q9VZP2,7.49E-06
Q9LRT1,0.000322235
P17488,3.00E-05
A0A1D6N2W0,1.50E-05
P25299,0.000112408
Q8H1U5,0.000142383
Q86XI2-2,1.50E-05
K9N638,7.49E-06
Q38BV6,7.49E-06
EBI-829006,7.49E-06
Q7SYV0,7.49E-06
A8WA32,2.25E-05
Q96BN8,0.000164864
Q3B8K0,7.49E-06
O25114,7.49E-05
P27372,5.25E-05
Q2PYT4,7.49E-06
Q0WV25,1.50E-05
M9PHB8,7.49E-06
Q9BY44,0.000269778
P35561,8.99E-05
P32704,3.75E-05
A7URS6,1.50E-05
A0A1D6NQU2,2.25E-05
ENSG00000136696,3.75E-05
Q9CWR8,8.24E-05
EBI-913361,7.49E-06
P04488,7.49E-06
F1LM19,7.49E-06
G5EDT1,6.74E-05
Q8NDD3,7.49E-06
O75815-1,2.25E-05
P39520,0.000149877
Q3E7A8,3.00E-05
P01860,0.000104914
Q9BUE6,0.000247297
P62889,6.74E-05
P53672,0.000262284
P38175,0.000127395
P27179,5.25E-05
EBI-6773568,7.49E-06
P02687,0.000277272
EBI-11463957,7.49E-06
O45962,2.25E-05
O41965,7.49E-06
Q96G97-4,0.000104914
Q98GN8,0
Q7KK54,7.49E-06
EBI-13791515,3.75E-05
Q9FV71,8.99E-05
A1Z9R1,2.25E-05
O18178,2.25E-05
Q24323,0.000532062
Q9LT67,1.50E-05
Q9VKU7,3.00E-05
Q6IMN6,6.00E-05
Q7L1V2,7.49E-05
Q9VHJ8,3.00E-05
P0AGJ6,7.49E-06
EBI-6786586,7.49E-06
Q6DPW5,0.000134889
P19334,5.25E-05
Q9LUM4-2,2.25E-05
P0ADV5,2.25E-05
O15116,0.000397173
Q5ZMQ7,1.50E-05
Q9ES64-2,1.50E-05
P14270-8,7.49E-06
Q7RTP0,4.50E-05
A0A1D6KTN3,0.000112408
Q7CHU1,8.24E-05
Q9VXV2,7.49E-06
Q5NHS3,7.49E-06
O80536,0.000134889
A0A1D6EI19,0.00019484
EBI-6796593,7.49E-06
Q96ME1-4,7.49E-06
Q16363-2,4.50E-05
Q9R2P5,3.00E-05
Q53EL9,2.25E-05
A0A1D6QCR7,0.000502087
Q59EF6,7.49E-06
B4FB09,0.00029226
Q9JI71,3.00E-05
Q5BJU7,6.00E-05
Q8ZHG8,5.25E-05
ENSMUSG00000024097,1.50E-05
Q62902,5.25E-05
Q86UX2,6.74E-05
Q8GUB3,1.50E-05
O04724,7.49E-06
EBI-6787517,7.49E-06
Q9ULK2-2,4.50E-05
P42657,7.49E-06
P25516,9.74E-05
E4WM77,0
A0A1D6EJ23,7.49E-06
P29467,3.75E-05
Q8SZA8,2.25E-05
A0A5P8YJF0,7.49E-06
G5EG65,3.75E-05
Q8IIG7,7.49E-06
Q9V9R2,0.000239803
Q8WXG6-2,7.49E-05
B4FVL5,7.49E-06
EBI-13801415,3.00E-05
Q94AF2,2.25E-05
Q71RG4-2,6.00E-05
Q9W196,7.49E-06
Q6ZVX7,0.000232309
EBI-6800514,7.49E-06
EBI-12554184,7.49E-06
CHEMBL2095226,6.00E-05
EBI-122387,2.25E-05
P34305,7.49E-06
A6NKT7,9.74E-05
Q0P8U8,0.000187346
Q8PVJ4,3.75E-05
Q8NA92,8.24E-05
EBI-6768499,7.49E-06
Q7KV98,7.49E-06
Q9W4S3,7.49E-06
H2A2V1,7.49E-06
P61266,0.000269778
EBI-16422052,7.49E-06
C0PGG7,8.24E-05
EBI-27027610,2.25E-05
Q6IQ26,4.50E-05
Q9Y5U5-2,7.49E-06
Q9W0L9,1.50E-05
Q9W0F9,1.50E-05
P22888,0
Q9VUZ8,2.25E-05
EBI-13770547,2.25E-05
O43424,1.50E-05
A0A1D6NWZ3,1.50E-05
Q9U0H8,3.00E-05
EBI-6768673,7.49E-06
EBI-10034984,7.49E-06
EBI-6137928,7.49E-06
Q9LJX1,7.49E-05
P39351,9.74E-05
P35340,0.000157371
A0A3N4BS13,1.50E-05
A6NEM2,5.25E-05
EBI-1024567,3.75E-05
B6TXW9,6.74E-05
Q55674,7.49E-06
Q8T9G5,7.49E-06
Q9LJE2,7.49E-06
Q9V3E9,9.74E-05
Q9W058,3.75E-05
Q8VWK4,3.00E-05
P0C7W6,0.000232309
EBI-22052466,7.49E-06
O22860,7.49E-06
G3V6K3,7.49E-06
Q86BS6-3,6.00E-05
EBI-13679628,4.50E-05
Q9VMZ3,1.50E-05
P43457,0
A0A1D6FPQ6,3.00E-05
Q19684,7.49E-06
C4J494,7.49E-06
ENSG00000278709,7.49E-06
P0A387,0.00019484
EBI-13710773,1.50E-05
Q8BX02,2.25E-05
Q9SS98,7.49E-06
E9PI10,7.49E-06
P32850,3.00E-05
Q9XVQ9,7.49E-06
Q32SG3,7.49E-06
Q92133,3.00E-05
O76013-2,0.000367198
P01346,7.49E-06
EBI-12022818,7.49E-06
A0A1D6IAU4,0.000119901
O94514,7.49E-06
EBI-6784793,7.49E-06
EBI-6786313,7.49E-06
P54652,0.00099668
O16538,7.49E-06
P97432,6.00E-05
Q8WUB8-3,7.49E-06
P04814,3.00E-05
EBI-13786761,1.50E-05
P40141,7.49E-06
EBI-133392,8.99E-05
Q16083,7.49E-06
Q10265,3.00E-05
Q99805,0.000202334
Q5E997,1.50E-05
Q81SW4,5.25E-05
Q9VWB9,2.25E-05
Q811M6,7.49E-06
A0A1D6H3M4,2.25E-05
P76520,1.50E-05
EBI-9208055,7.49E-06
Q08378-1,7.49E-06
Q8IRE7,0.000584519
B1AMT3,7.49E-06
Q91YL7,7.49E-06
A0A6L8PBD5,2.25E-05
P07464,3.00E-05
A1Z6E8,0.000157371
Q9HXH4,7.49E-06
A0A1D6EVQ6,2.25E-05
Q7Z5Y7,6.74E-05
Q9VKM0,3.75E-05
D3ZWW5,7.49E-06
Q9V3U2,4.50E-05
A0A1D6FMY2,7.49E-06
A0A8C0NE20,1.50E-05
P30416,2.25E-05
Q9FX84,7.49E-06
Q505L9,7.49E-06
Q80WB1,7.49E-06
Q9W468,7.49E-06
A0R057,7.49E-06
Q8R0W0,7.49E-06
B6TCE9,2.25E-05
P32573,1.50E-05
C0P7W0,7.49E-06
Q1ZYQ1,1.50E-05
Q10951,3.00E-05
P0C605-1,7.49E-06
EBI-6833949,7.49E-06
Q8NHU3,8.99E-05
P56453,4.50E-05
P32055,1.50E-05
Q2VPB7,9.74E-05
B4FYQ9,3.75E-05
Q9U3J3,1.50E-05
Q640Q4,7.49E-06
A0A024R8W0,7.49E-06
Q960D4,3.75E-05
P23917,0.000224815
O35381,8.24E-05
O60716-21,7.49E-06
Q13563,0.000367198
EBI-9515373,3.00E-05
P63058-2,7.49E-06
P75148,7.49E-06
EBI-6789133,7.49E-06
Q18280,7.49E-06
P09384,1.50E-05
Q97WG8,7.49E-06
Q9VVR0,7.49E-06
Q9P2K8,0.000157371
B6GVA2,1.50E-05
Q9SJA2,0.000104914
P43255,0.000112408
Q99NH2-1,4.50E-05
P32451,3.75E-05
Q9VL93,2.25E-05
EBI-2922463,3.75E-05
V9H0E4,1.50E-05
C9JNU6,7.49E-06
Q05707,6.74E-05
P9WMQ5,7.49E-06
A1L3S7,3.75E-05
Q86TB3,2.25E-05
Q9VSS3,7.49E-06
Q12802,0.00029226
Q6ZSJ8,6.74E-05
G5EFX8,2.25E-05
Q4V5I9,4.50E-05
Q5XIM5,8.99E-05
Q03626,7.49E-06
P49166,0.000104914
B6SQD4,1.50E-05
Q9DB77,0.000127395
Q7XDC8,7.49E-06
Q9H8V3-4,7.49E-06
P25445-1,6.74E-05
Q8L7M1,7.49E-06
E9PU01,6.00E-05
B6SV12,3.75E-05
EBI-25470264,0.000119901
B0BN83,2.25E-05
EBI-6771003,7.49E-06
B6TSM6,1.50E-05
Q60841,4.50E-05
Q9ULK6-2,7.49E-06
C9JU56,7.49E-06
EBI-10706085,1.50E-05
Q3URS9,7.49E-06
Q06891,3.00E-05
EBI-6726235,7.49E-06
O42263,3.00E-05
P21623,0.000134889
P49593,0.000172358
O61792,2.25E-05
Q8TF47,0.000202334
Q9D8Q6,7.49E-06
P70227,1.50E-05
P76180,7.49E-06
Q9JJV2,3.00E-05
B3DNC1,7.49E-06
Q5JE20,7.49E-06
Q8BWS5,1.50E-05
P79727,2.25E-05
Q9HBM0-2,6.74E-05
Q27279,9.74E-05
Q9BXK1,0.003102448
Q9LMJ4,3.75E-05
EBI-1058746,3.75E-05
A0A1D6MAJ2,1.50E-05
Q9PLX4,1.50E-05
A0A8C0SD27,7.49E-06
B6UDU4,2.25E-05
P52633,8.99E-05
Q7TQ95,7.49E-06
C0P7B6,7.49E-06
Q8BG40,1.50E-05
EBI-13694057,6.74E-05
P23779,0.000209827
Q9VCA1,2.25E-05
Q8ZIK3,7.49E-06
Q12031,4.50E-05
Q6NLL1,7.49E-06
O60285-1,7.49E-06
Q9JJY3,1.50E-05
Q16143,0.000112408
A0A1D6NJI2,7.49E-06
O75197,0.00029226
Q9VHH9,7.49E-06
A0A0H2W4U2,7.49E-06
Q41975,7.49E-05
A0A1D6FGA2,0.000224815
EBI-13719851,8.24E-05
H2KYW5,3.00E-05
P73036,2.25E-05
O17670,0.001079112
EBI-16422066,1.50E-05
C0P651,1.50E-05
Q61233,3.00E-05
Q3E7Y3,0.000337223
A1Z803,3.00E-05
Q8NG31-2,0.000209827
A0A1V1IGJ9,7.49E-05
M9MRX4,7.49E-06
H2A0R0,1.50E-05
A0A6L7HQ21,2.25E-05
O08760,1.50E-05
B4FLX8,7.49E-05
Q766C0,3.00E-05
Q02379,1.50E-05
Q8T9A4,1.50E-05
Q0E9H9,1.50E-05
P63094-2,1.50E-05
Q9NRC8,4.50E-05
Q9VJ59,6.00E-05
EBI-6463580,1.50E-05
Q9PMU0,2.25E-05
Q55478,7.49E-06
EBI-13703311,2.25E-05
Q14CX7,6.00E-05
EBI-13874157,7.49E-06
Q99LC3,6.00E-05
P00515,3.00E-05
Q9VTA1,3.75E-05
Q9VPE4,3.00E-05
A0A1D6GYN3,7.49E-06
Q9Y2I2-1,1.50E-05
O23087,1.50E-05
A0A384KJT1,7.49E-06
Q8K0P6,7.49E-06
Q55443,5.25E-05
Q9V2V5,7.49E-06
Q96AN5,0.000149877
Q6PI47,3.75E-05
P27962,7.49E-06
P37267,3.00E-05
Q9SZ15,2.25E-05
O02089,7.49E-06
Q0P9G7,2.25E-05
Q9H171-2,7.49E-06
A0A1D6ERU5,7.49E-06
EBI-13711269,9.74E-05
B4FAJ5,7.49E-06
Q5BI51,0.000179852
P55011-3,9.74E-05
Q9VZ60,3.75E-05
A9C3R8,7.49E-06
Q8II92,0
EBI-5773546,7.49E-06
D3ZBP2,7.49E-06
Q86BM4,1.50E-05
P14075,1.50E-05
Q9Y244,0.000404667
O07887,1.50E-05
O08605,3.00E-05
Q9Y6H5,0.000119901
EBI-6781235,7.49E-06
EBI-6807989,7.49E-06
F7CCX1,7.49E-06
O35821,5.25E-05
P17802,8.24E-05
Q20520,7.49E-06
Q72AZ0,1.50E-05
P21881,7.49E-06
Q5XI04,7.49E-06
O25135,6.74E-05
Q8Z9U2,4.50E-05
Q8C6L5,7.49E-06
A0A1D6JG12,5.25E-05
D3ZAR1,3.75E-05
Q9W1X9,3.00E-05
EBI-2892049,7.49E-06
Q9CR67,1.50E-05
P0C8R0,7.49E-06
Q811D0,0.000187346
P74676,7.49E-06
Q09287,7.49E-06
G5EBE5,1.50E-05
Q8VEK3,0.000104914
A0A1D6NQ73,7.49E-06
J3QNW9,5.25E-05
Q8QZY6,7.49E-06
O82326,5.25E-05
Q04747,2.25E-05
Q13099-2,4.50E-05
EBI-9543406,1.50E-05
Q9CPT0,7.49E-06
A0A0S2Z6I7,2.25E-05
Q6IMN6-3,7.49E-06
O15405,3.00E-05
Q0P9Z5,3.00E-05
A4QPB2,1.50E-05
Q8D0V3,7.49E-06
P27958-PRO_0000037566,0.00099668
Q8I1X7,1.50E-05
Q1G3F7,1.50E-05
Q2TAS0,7.49E-06
Q9FLD4,7.49E-06
Q64057,7.49E-06
Q0P7W9,4.50E-05
Q8TC71,0.000119901
Q8H7Y6,7.49E-06
Q14435,3.75E-05
O18172,7.49E-06
P47088,0.000412161
Q8ZHI2,7.49E-06
P32705,7.49E-06
A0A1D6PYX5,7.49E-06
P53794,8.99E-05
Q00623,3.00E-05
A1Z8R8,7.49E-06
C9JE40,3.75E-05
Q8I3J4,3.75E-05
P11055,0.000142383
Q55959,0.000134889
P16861,0.000681939
Q22552,7.49E-06
Q8NHC8,7.49E-06
P38785,0.000307247
Q96LR5,0.000434643
O13758,7.49E-06
Q27368,0.000142383
Q50LG9,1.50E-05
A0A1D6LLV7,2.25E-05
Q5NHN0,1.50E-05
P0AAI5,4.50E-05
P01910,1.50E-05
O83645,7.49E-06
A0A024R7I5,7.49E-06
P48425,7.49E-06
A0A1D6KNK7,7.49E-06
A0A1T3V3U0,7.49E-06
Q9VXB8,7.49E-06
A0A1D6P5V7,3.00E-05
Q3TTN3,7.49E-06
O25166,2.25E-05
O25396,0.000142383
Q22A77,7.49E-06
EBI-6793093,7.49E-06
Q14839-1,1.50E-05
P0A112,7.49E-06
Q96IF1,0.000164864
Q8VZU4,1.50E-05
P78562,2.25E-05
Q03721,2.25E-05
P55201-3,0.000104914
Q20MH4,0.000269778
A0A1D6KAA7,1.50E-05
Q8I2T2,3.00E-05
Q0V807,7.49E-06
EBI-6819676,7.49E-06
Q9VSL1,0.000104914
P0ABL3,7.49E-06
Q03760,3.00E-05
A0A060D121,2.25E-05
EBI-8283750,7.49E-06
Q86P23,2.25E-05
B5DF98,7.49E-06
A0A1D6J8S9,7.49E-06
Q1CWA4,0.000269778
Q8D0D4,0.000112408
C0P882,3.00E-05
EBI-6786399,7.49E-06
Q9W013,1.50E-05
EBI-13674240,7.49E-05
EBI-6773837,7.49E-06
EBI-6816004,7.49E-06
Q10013,1.50E-05
Q8NCM8,0.000187346
Q9U9I9,7.49E-06
B2ZZ89,7.49E-06
Q8TDD1,0.000674445
Q9U1K7,8.24E-05
Q9FVI6,1.50E-05
Q8NBS9-1,7.49E-06
B6T1R3,0.000164864
D3ZEZ9,1.50E-05
A0A1D6M563,0.000172358
EBI-6819640,7.49E-06
P77768,2.25E-05
Q8CEE7,7.49E-06
Q9NZC7,0.000472112
Q13017,5.25E-05
B4FX31,7.49E-06
O01331,7.49E-06
P09077,5.25E-05
P15083,7.49E-06
Q6NQJ7,3.00E-05
P73718,1.50E-05
P74019,1.50E-05
A0A380PGX5,7.49E-06
Q8SY33,8.99E-05
EBI-13757681,2.25E-05
P01025,7.49E-06
Q6DDY5,7.49E-06
Q9BQS6,9.74E-05
Q5RJR2,4.50E-05
Q8VXY0,1.50E-05
Q9HUF2,7.49E-06
A0A1D6I5C8,0.000397173
Q27218,2.25E-05
P35030-3,1.50E-05
Q9XVN9,1.50E-05
Q17392,1.50E-05
Q40642,7.49E-06
Q5FWU9,7.49E-06
Q55774,5.25E-05
K7UN74,7.49E-06
Q8RXG3,7.49E-06
Q9V3I9,5.25E-05
A9UR93,7.49E-06
B6SN70,5.25E-05
P17649,6.00E-05
Q04279,0.000112408
Q20747,1.50E-05
Q9VNM8,3.00E-05
Q7Z628-2,6.00E-05
B0BN52,7.49E-06
K7W3W6,7.49E-06
P35207,0.000329729
Q9URQ5,0.000269778
Q9STP8,5.25E-05
O13522,1.50E-05
O43426-1,1.50E-05
P04585,2.25E-05
A0A1D6IUH6,7.49E-06
O43709,0.00019484
P40362,0.000524569
Q08172,1.50E-05
A0A178U6D3,3.00E-05
A0A3N4B4B5,7.49E-06
A0A1D6GZE7,2.25E-05
O25721,3.75E-05
A0A6L7H2C6,7.49E-06
EBI-15599747,0
Q6P9F5-2,7.49E-06
P0C7P3,7.49E-06
Q72BK3,7.49E-06
Q86YB7,7.49E-05
P26164,7.49E-06
Q7DB76,1.50E-05
EBI-16185883,7.49E-06
B4FRQ1,3.00E-05
A0A1D6E6N8,0.000322235
P22787,5.25E-05
ENSG00000111536,1.50E-05
Q9VBM6,7.49E-06
EBI-322851,7.49E-06
Q99K51,4.50E-05
O83938,2.25E-05
EBI-13662863,3.00E-05
Q960T6,4.50E-05
Q9NYK6,2.25E-05
P75526,1.50E-05
P12336,7.49E-06
A0A5P8YJS7,1.50E-05
Q9W508,1.50E-05
P77301,8.99E-05
Q9H257-2,0.000824322
Q8IKV2,0.000127395
B6SZ69,3.00E-05
Q93Z30,6.00E-05
O64530-1,7.49E-06
EBI-312405,3.00E-05
A0A024R0Q7,7.49E-06
Q8ZAF0,1.50E-05
Q9UKA9-2,6.74E-05
Q92733,0.000382186
P60892,3.75E-05
B3KML1,7.49E-06
Q0P806,0.000382186
Q6P5R6,0.000157371
P0C6X5-PRO_0000283876,4.50E-05
A0A1D6N963,7.49E-06
Q9GSR1,6.74E-05
Q9H307,0.000974199
Q9VII1,0.000149877
P56152,7.49E-06
Q5T7N0,7.49E-06
A0A3L6FVY6,9.74E-05
Q70HU3,3.00E-05
Q8CGP2,3.00E-05
P36780,0.000666951
C6ZCV8,6.00E-05
D3Z3N4,2.25E-05
P48305,1.50E-05
Q9ULC4,0.000172358
EBI-986619,7.49E-06
V9HW95,1.50E-05
Q15435,0.000419655
P15812,0.000202334
Q96JN2,0.000164864
Q8BHK0,7.49E-06
Q17993,7.49E-06
EBI-13716525,3.75E-05
EBI-6787274,7.49E-06
Q9WU10,7.49E-06
EBI-6812550,7.49E-06
Q7KT13,7.49E-06
Q6IQ55,4.50E-05
Q05752,1.50E-05
Q7KMJ0,7.49E-06
Q23533,2.25E-05
P00514,3.00E-05
P63417,5.25E-05
Q23628,1.50E-05
EBI-20800846,1.50E-05
