node,betweenness_centrality
O44783,0.0
Q9VF08,0.0
A0A7G2F7N6,0.0
3647036,0.0
P38222,7.54162593945141e-08
P29083,7.974229502363338e-06
Q9NIV1,0.0
Q21154,9.703092362190797e-07
Q18134,0.0
Q4V424,0.0
Q4ZGE1,0.0
3361389,9.025029194910168e-08
P30044,7.561872840912238e-06
12797983,0.0
Q8R4G9,0.0
Q9FNJ8,0.0
Q9FKL2,0.0
P15288,4.2606626987652075e-08
Q9JMC3,1.0121973217782235e-08
Q5FVM4,0.0
Q9CAZ0,0.0
P53917,1.3017398364949693e-06
Q9W0D7,0.0
Q91YS8,4.098989087908724e-06
Q9CQC9,0.0
12931405,3.3547939836080246e-09
O35226,1.9772980694818857e-05
Q80U23,0.0
Q9VKW1,0.0
P26715,5.86657304696568e-06
Q5HYA8,3.5751599699662482e-06
P13405,1.148677193641083e-05
Q9FVJ3,0.0
Q9LQX5,0.0
Q9SAF5,0.0
P38142,2.3223147345574521e-10
H2L0I2,0.0
Q9M667,0.0
O43825,3.9387892636197765e-08
Q9VPY8,0.0
Q56JH9,0.0
F4IT40,2.0518603463179847e-07
9164955,0.0
O14039,1.1086770939239496e-09
Q22264,0.0
P35602,7.893123714811253e-08
P51480,3.564830016710974e-07
P42763,0.0
Q9VN44,0.0
Q9BT40,8.493416592011952e-07
O74789,1.2086037434148727e-08
Q9LPZ1,0.0
Q8IKX3,0.0
Q8GZ67,0.0
Q3TKR3,0.0
Q9W409,0.0
Q4G009,0.0
Q8BTF8,0.0
Q9ESF1,0.0
Q9NZL6,3.596629833215165e-08
100287042,0.0
Q9VQ91,0.0
O01864,7.261556182384594e-07
Q10260,0.0
Q944K2,1.120204251337709e-06
Q9UTT1,0.0
P18052,6.385620912859674e-05
P70677,9.332430293080014e-06
P12370,0.0
Q8N8F7,9.953400412291542e-08
Q96S16,1.1176715615945877e-06
Q9SHV6,6.449061653068564e-08
C0H571,0.0
Q7TPD6,0.0
Q07928,4.968854009343394e-10
Q9D7N9,0.0
Q5HYM0,0.0
P60409,0.0
Q9SVQ0,0.0
Q9W4V8,0.0
O61761,0.0
O96245,0.0
Q9UQL6,3.789215692869737e-08
P01111,5.970590681314499e-05
100038973,0.0
Q9CPT5,4.666688778547817e-09
Q8W453,0.0
Q9SLG2,0.0
Q9ZUB5,0.0
Q7K1V5,0.0
P87228,8.350565977439123e-10
Q8I5E3,0.0
Q9W297,0.0
A0A384LIR8,0.0
Q9Y4B5,2.646824960283666e-06
Q6QEF8,2.5993154497150524e-06
Q9H0G5,0.0001409220273370132
Q9XWV4,0.0
P15005,7.970281279028627e-07
O59697,1.2610113384624854e-09
Q05779,2.5308349566141437e-07
Q6PEY0,2.9259043030764645e-06
Q9LX29,0.0
P0A6I0,8.479610899844457e-07
Q9D2Z4,0.0
P38725,1.8030119192481982e-07
Q9CQG2,0.0
Q8NHU2,0.0
Q8NH79,0.0
Q2TCH4,0.0
O45687,0.0
R09A8.2,0.0
A3QM97,0.0
Q06160,1.0016947205279483e-07
Q5TZH9,0.0
X2JB32,0.0
100505636,0.0
P0AED5,8.952130822405517e-08
Q9LNJ5,0.0
A0A178VKY5,0.0
12797884,0.0
O01516,6.922895297298497e-08
Q8K1R7,0.0
math-42,0.0
Q6PL45,3.6418173663440205e-05
Q9NRP2,3.6570283461807175e-07
O62269,0.0
P10221,0.0
O95931,4.8738673661967e-08
P38935,6.006883530155088e-08
P27697,3.874042840152718e-08
Q5A516,0.0
Q9NAB7,0.0
Q9CZE3,0.0
O95167,1.2957982784500776e-06
P90747,6.712537058761658e-07
Q0KHR4,0.0
D2NUE8,0.0
A1Z8X1,0.0
A0A0P0X0S3,0.0
778141,0.0
C0SVV6,0.0
Q9JIL3,0.0
Q5PRF9,2.0037163080780878e-07
Q04892,0.0
Q9UUH3,8.541312063833098e-10
Q9XVK0,0.0
B1V898,0.0
Q5A4Y2,0.0
3771740,0.0
Q19643,0.0
O74986,2.603280341464411e-07
Q18184,0.0
Q93372,1.3871924166494337e-09
A2CG49,5.8413165714041825e-06
Q3V089,0.0
Q9R171,0.0
Q01314,0.0
P32354,3.0382386127216355e-07
P53833,2.2951110296567192e-07
G2TRP7,0.0
20486,0.0
Q8TBN0,8.951037753677353e-07
Q92854,5.961186341103208e-08
Q09508,9.005091924334389e-07
A0A0K3AQW3,8.236908900089237e-07
P18335,8.407521190179486e-10
Q7G188,0.0
Q96B36,1.388076347316749e-08
P56693,0.0
Q8W4A0,1.3316902934002247e-08
O94323,3.0739454921005884e-08
Q9UTP0,0.0
P20115,3.183132836905511e-06
Q9CWY3,0.0
A0A8I5YBI4,0.0
O75152,1.5005898705681344e-05
Q5AME2,0.0
Q9NSU2,5.60484651127974e-07
Q9U3W6,0.0
Q9HAH7,7.614858685894992e-07
Q9N538,0.0
Q02386,4.373337497574794e-09
O80575,0.0
P27882,7.564783314830246e-09
Q9UI38,3.214519521876768e-06
854862,1.964924766115595e-08
Q9SPG3,0.0
O97319,0.0
Q12141,0.0
A0A654EN51,0.0
Q96VH2,3.3622761721465167e-07
Q9FM98,0.0
9164902,0.0
O74331,1.7508442978229118e-09
Q9FL25,0.0
Q9JI56,0.0
O15440,6.702186848078612e-08
P42639,0.0
P32906,1.3605361227231337e-07
Q14990,6.636031048708551e-08
Q8TCD6,3.0261731588569015e-07
Q9VP69,0.0
P16675,1.0701621498618608e-05
Q99220,1.620903823439149e-07
Q6PKC3,3.6678418617348853e-06
O88968,0.0
P28336,0.0
Q8IY31,3.60694128005578e-06
Q5EG05,1.47982498536965e-08
Q9UIL4,0.0
Q9UT34,8.829331477219094e-09
Q9P7V9,0.0
Q9VR09,0.0
Q08289,0.0
P19957,4.403208630955597e-10
Q09276,0.0
O15243,0.0
Q9VD64,0.0
Q9VGD6,0.0
Q9VQ04,0.0
Q7JXG2,0.0
P40425,2.162301709738931e-06
Q8IWA6,1.7841231193060436e-08
P77260,1.7277705926270262e-09
Q8GYK6,0.0
Q8NA61,6.538428136608876e-07
Q8NCS7,3.1815474181288224e-07
Q9Y2Q3,6.627566827696995e-06
Q9UUI2,1.0783238996626598e-07
Q4PZA2,2.863519324751661e-06
Q9VV41,0.0
Q8R1R4,0.0
Q61701,1.025062765322616e-05
O17893,0.0
O00624,1.8420051049924825e-06
Q9VCU5,0.0
gpa-17,6.654244266187414e-07
Q8VCM8,0.0
Q32PZ9,0.0
Q02774,8.237370907624796e-08
Q6P1J9,5.14249755865485e-06
P00332,0.0
Q569L8,0.0
Q84WL9,0.0
Q6ZMR5,1.1793737101474309e-07
Q12143,1.0906277961009153e-06
Q03755,0.0
Ube3c,0.0
P35546,1.1773949103221507e-05
Q96WW3,0.0
Q9HGM8,7.2852574219587374e-09
P32907,2.5021045851472703e-09
O22049,0.0
F4IUS3,0.0
100873832,0.0
Q21313,1.5687202880755998e-06
Q5SNV9,0.0
100041831,0.0
A0A2I3BRH2,0.0
P47002,0.0
Q5SR56,0.0
Q08AN1,3.201582398818766e-08
Q9VVT2,0.0
Q42449,0.0
P25531,2.6737461062571323e-07
Q4V845,0.0
P39196,4.5794651191747934e-07
100499467,0.0
A0A3Q1M057,0.0
P0C6T2,0.0
Q9FLC0,0.0
Q15544,1.7020663160352505e-08
Q9FNN2,0.0
Psd,0.0
Q9UEF7,0.0
Q80Y98,0.0
P40394,1.6738269169900596e-10
Q96LK8,0.0
Q96G61,4.201191065387492e-08
Q7Z2W9,1.3544692313325587e-06
P53738,3.576536291295431e-11
Q06481,9.870369880572895e-06
O23660,0.0
Q8WVX3,1.5547128701512222e-07
3136,1.5290502210241283e-09
Q9VIB2,0.0
Q9HBG4,4.707848960736461e-07
P78334,2.1919641160782195e-06
G5EEL0,0.0
P28369,8.951092407271362e-09
Q8K296,5.638127377605963e-06
Q12519,1.4693565809843512e-09
Q3U6U5,0.0
A0A8C0M0Y9,0.0
O04719,0.0
Q1L6U9,0.0
Q6P1H6,0.0
Q9VI25,0.0
Q9LZ00,0.0
A0A8M2BF43,0.0
P37610,1.6294672127044936e-08
Q9P774,0.0
Q13588,0.0
Q9LIE5,0.0
Q8N328,0.0
P62899,4.453203620469248e-05
A0A0B4K7D0,0.0
Q8TF21,5.007462166963087e-09
Q8IVL1,7.003123957306487e-08
Q9FFR3,3.2694987845467378e-06
Q9D0P8,0.0
Q10281,0.0
P0A8U2,1.8032436346429882e-07
Q9EPN1,8.488853366859667e-08
Q9CY00,0.0
Q95RB1,0.0
Q9UL52,1.2168937526311003e-06
Q22574,0.0
Q93062,2.89338428597389e-07
P59913,0.0
P43146,1.7434964729042276e-08
Q9ZQE0,0.0
P53867,1.2243006265834168e-08
Q6DCW3,0.0
G5EDU3,8.573874290519814e-07
X2JAD3,0.0
28317,0.0
G5EEM6,7.951053786187726e-10
Q9P266,6.974319083016073e-07
Q38895,0.0
Q8MNU2,0.0
P55916,0.0
P35052,4.593513649593508e-06
Q9SZW4,0.0
F4I7Y2,0.0
P10767,0.0
Q3TAA8,0.0
Q3TNN6,0.0
P39959,8.953126252781251e-09
P93828,0.0
P53343,7.329025599045073e-08
C0H4Q1,0.0
Q3UVK0,0.0
Q80UP8,0.0
A0A974I0X3,0.0
Q9N4P3,0.0
3771995,0.0
Q9ZSM8,0.0
P19224,0.0
P76469,1.7740377033276305e-09
Q9DG02,0.0
P76508,4.49588295680587e-10
Q61846,0.0
Q9W1S3,0.0
100129482,0.0
P56771,0.0
A0A1P8B3Z4,0.0
P00909,2.2989301841983337e-10
Q9VY09,0.0
Q8BLI4,0.0
P76014,3.511719016544804e-09
Q80X50,8.126397994281357e-06
P62824,0.0
Q9Z307,0.0
P37338,2.2049677219743602e-08
Q92737,3.2398602877246833e-09
Q5JSJ4,1.3158870276812257e-07
Q10033,0.0
O82775,0.0
P61371,9.299433289184399e-08
Q07651,4.846930467230882e-09
100169753,0.0
Q08949,9.162673957577927e-07
Q94247,0.0
K01G5.9,3.584478343123264e-05
Q9W1Q4,0.0
Q9FMY7,0.0
Q03509,0.0
P27303,2.5856505630584896e-07
Q8BM47,0.0
Q9W396,0.0
Q8IPJ6,0.0
Q9V769,0.0
A2AKX3,6.46390662235335e-08
mcm4,0.0
P25037,1.1750122011332427e-07
O81001,0.0
P34903,3.9451997232355014e-07
Q9QZH3,2.6472972096404934e-07
Q99MW1,0.0
P76150,1.6324757206643478e-10
Q9H4A5,6.461045151272344e-07
Q9STE5,0.0
P61922,1.5284004310122922e-06
286042,0.0
Q13487,0.0
O74316,0.0
P0ADM0,5.830233787542829e-11
Q39083,0.0
P01730,1.3534531091460403e-07
Q8IIT3,0.0
5383,0.0
P31466,3.5367334769984025e-07
Q9ZZX1,0.0
Q96LA8,2.3025058900153965e-06
O74842,1.2443717097059399e-08
Q96BI1,3.845459648248989e-07
Q17732,0.0
Q8BMA3,0.0
Q7K4V4,0.0
Q96T37,7.134698427979411e-06
Q9T052,0.0
Q9H3M9,0.0
P37056,2.7717011731264763e-07
Q9GYR3,0.0
O13958,3.7761533112649867e-06
P34305,7.24688018588514e-09
Q00566,0.0
A0A0A6YX03,5.746609784523559e-08
P47181,1.1581110985198322e-09
O18005,0.0
P14120,0.0
Q9Y2G0,4.5544684083429305e-06
Q27601,0.0
Q8IW19,7.204490581130951e-07
F4J7T3,0.0
Q03388,7.820080556041949e-07
Q18955,0.0
O74360,0.0
F4HYF3,0.0
Q95Y12,0.0
O13988,1.016588037863061e-10
O16500,0.0
O61801,0.0
P63340,5.936695097923118e-08
Q22961,0.0
Q03206,0.0
P39107,0.0
Q8INX3,0.0
O65517,0.0
P83103,0.0
A0A5K1K8X0,0.0
P23515,0.0
Q80Y55,0.0
Q5BH19,0.0
Q22032,0.0
Q20520,0.0
Q5TEC3,0.0
Q9VTR2,0.0
Q9EST3,5.727038649503322e-06
O54829,1.0635250283142645e-07
O60701,6.972297019630783e-07
O94892,1.807829300680438e-09
Q12451,6.444895935103146e-08
Q8TD08,3.5227421939166597e-06
P08373,4.1856309063838e-06
Q6PKX4,0.0
O13698,0.0
Q6P995,3.7003738740915624e-07
Q06839,3.26945267713715e-09
O75822,3.492453653003826e-06
Q80TN5,0.0
Q9U3T5,0.0
Q8SWU6,0.0
P36060,4.368702233387268e-07
O45946,1.0493463105821657e-07
O00602,9.92178201691864e-06
P56542,1.3620674007173978e-05
Q9V9T5,0.0
Q8CFW7,0.0
Q9P055,0.0
Q9Y5J5,1.3811803778570482e-07
Q9P2D0,4.2079304952029755e-08
Q9VYD9,0.0
Q9DB85,0.0
380820,0.0
Q8C103,0.0
O95069,0.0
P48163,2.349688676733541e-06
Q9ULU8,3.739226838902793e-07
Q9FK47,0.0
Q68DE3,0.0
Q9UTF0,2.0931149939161454e-08
P0AAP7,4.2269565871188126e-10
P87151,8.328053089259765e-09
P0ABY4,6.891427597025847e-10
Q08622,4.405545182086352e-06
Q01813,5.851455892505753e-06
Q9H6Z9,3.138599118540726e-08
Q96LA9,3.894316665443776e-09
Q9NEU2,7.471659209853168e-10
A8DYB0,0.0
Q4V3L3,0.0
Q9VLN6,0.0
P04424,0.0
Q8N0W3,4.916558871571473e-07
A0A0G2JTY4,0.0
Q7K3L1,0.0
Q9STX9,0.0
Q9VV02,0.0
O42658,1.6811103559172577e-11
P47123,5.155562906959872e-06
Q9VG55,0.0
Q9GQN0,0.0
Q99N85,1.0133835656283015e-05
O35593,1.9594494014140663e-05
P08949,8.898833419654107e-07
Q5EAH9,0.0
G5EDE8,2.7132482867120434e-05
Q8N823,9.647829020220673e-09
Q99805,9.375988097394754e-07
Q8IUH2,0.0
Q23669,0.0
Q9VA25,0.0
Q9VGP6,0.0
Q8R0P4,0.0
P48356,3.9243873436211034e-06
Q9NVN3,1.6947018097031363e-05
Q6NN18,0.0
O45936,0.0
A0A384LL86,0.0
Q6ICX6,0.0
Q9Y5J9,1.0017671009961448e-06
Q9SG79,0.0
P57059,2.875617897261154e-06
7953623,0.0
A1Z803,0.0
A1ZAT2,0.0
Q7Z3U7,8.15187521279043e-06
Q8IMH4,0.0
E9Q5F9,6.7719308543759105e-06
Q91V92,4.949979249852794e-06
Q7K4E0,0.0
Q9BQ31,1.1037740988206555e-06
P09602,0.0
Q22970,0.0
Q9URY6,1.5458215748296587e-07
O94637,0.0
Q5EB94,0.0
P0ABH7,7.641876411155666e-11
A0A0K3ARI2,0.0
Q9VUK0,0.0
Q5CZ47,0.0
P70426,0.0
Q04179,1.463754574094665e-08
P0AB67,2.0363269657617483e-07
Q70E96,0.0
Q06151,2.063321090013987e-08
Q5FC45,0.0
Q96LZ3,1.140625659620682e-06
Q03714,9.712376733830184e-08
A1ZB56,0.0
P34519,2.0671592252487826e-08
P30974,0.0
Q21045,0.0
Q924Y0,0.0
Q7JXA2,0.0
Q9VT53,0.0
P42947,9.247380876022429e-07
A0A384L2A9,0.0
P12980,0.0
O43678,1.2546795408003695e-05
Q0P678,0.0
D6RJB6,0.0
Q7TSN6,0.0
A0A0B4KFH9,0.0
364686,0.0
Q9Y6Y1,8.617012201714246e-11
A0A1P8B3G3,0.0
Q09635,8.797921350827513e-07
A0A8M3ATA7,0.0
A0A8J8YD69,0.0
Q9VM45,0.0
Q8K4Q6,0.0
Q9Y2P5,3.7329820056378446e-08
Q8C6L5,0.0
Q9C5P7,0.0
Q84JN6,0.0
P23938,0.0
Q6ZWS8,0.0
Q03137,0.0
F4I4E1,0.0
Q42404,0.0
Q9CPU9,0.0
Q9XVM8,0.0
P39109,2.2008619795005986e-08
Q91VM9,0.0
Q94901,0.0
A0A5S9WRD4,0.0
Q9VLU1,0.0
Q9D1H6,0.0
P64530,9.255571689430193e-08
P21217,5.440810575339209e-08
Tjp3,0.0
P93819,1.6118881647912528e-09
Q53T59,3.4619109392220317e-06
9164963,0.0
P49678,0.0
Q9VIS9,0.0
Q9LT47,0.0
137133,0.0
Q9VSS2,0.0
Q5BJS0,0.0
Q9FJ82,0.0
Q8MMC4,0.0
P23226,0.0
Q8W5S1,1.5071154340798214e-07
Q9WTP3,0.0
28639,0.0
Q9Y247,2.6632867304640556e-08
A6NDK9,0.0
A0A384LE83,0.0
Q2M4I6,0.0
Q8K298,1.7022515922113688e-09
Q07440,0.0
P54107,0.0
Q14139,1.1353463233914619e-05
P36138,9.683751087708373e-09
Q09476,8.096074645883339e-09
P53420,3.2909277640493505e-08
3637447,0.0
O00548,8.629710659992124e-07
F4I9T0,0.0
Q5BIE4,0.0
Q9Z1X9,0.0
181733,0.0
P77156,3.402351408908312e-08
P27105,1.056528772675921e-05
A8JUV4,0.0
O55135,5.098982523893581e-06
P14142,0.0
nol-5,1.3708368195502613e-06
Q8NHC8,0.0
O64702,0.0
O44493,0.0
Q8IXI2,1.4822366784948214e-06
Q9QY02,0.0
A0A178UL73,0.0
101929145,0.0
Gprc5b,0.0
Q9NQY0,3.137648684273434e-06
Q20179,7.261556182384594e-07
Q22472,0.0
Q8BG30,0.0
Q8L814,0.0
C0H4U5,0.0
A0A178W7T7,0.0
P0AFP6,8.933469291206866e-08
Q6ZN18,1.8976535917288706e-07
Q9LPG6,0.0
O94756,2.3622498966768364e-10
P02775,7.964154005474274e-07
M9NEJ1,0.0
Q9UUK1,1.2343615299907327e-05
Q04472,1.306590743197391e-07
P36077,6.716635296359005e-08
P48605,0.0
P91424,0.0
A0A974HUK7,0.0
P40763,7.1616668422968835e-06
Q7Z449,0.0
Q9C0X9,1.5009493092209963e-08
Q8WY91,1.9453510481177917e-06
Q09345,1.1062290829665069e-06
A0A5K1K8U0,0.0
Q8IBY3,0.0
P10989,0.0
O75626,1.7784696694661496e-07
F4JC80,0.0
Q969N2,2.6607414953705536e-05
Q9ZU94,0.0
Q9MAB9,0.0
Q9SCP2,0.0
C53D5.3,0.0
Q9W0Z4,0.0
P59991,0.0
P17220,0.0
Q14699,3.8462010642900596e-07
P25375,3.433550992865869e-10
Q21249,0.0
P17890,1.6590461216754632e-07
Q8T4D9,0.0
Q9VUK8,0.0
Q9HDU6,1.7632194910742427e-07
Q22613,0.0
Q9EPJ1,0.0
G5EC89,0.0
Q9BZA8,0.0
O60138,5.9127521040747474e-08
Q59PF9,0.0
P01266,0.0
P15309,5.931530426166694e-06
P32902,4.298458198222982e-10
Q9H7B4,5.467996836924055e-07
Q6IPR1,5.644146747828072e-07
Q8NEM7,5.636899090475407e-07
P53851,2.692551920035122e-08
Q8TC17,0.0
3636239,0.0
Q9Y2H9,2.0439599506436378e-05
Q6NTX1,0.0
491620,0.0
Q9NHV9,0.0
Q92754,1.7655312310930603e-08
Q7K2U6,0.0
O80939,0.0
A6ZJ46,0.0
Q2L6U1,0.0
F4IMF6,0.0
Q9ASX2,0.0
Q96Q06,0.0
Q9Y297,1.3589912102532166e-05
P06582,0.0
Q9H4A9,3.039200935428991e-07
Q19569,0.0
Q9BUK0,0.0
100360426,0.0
Q96ST2,1.9400524145069863e-07
Q9VFE7,0.0
Q567V2,1.1937716577753027e-08
O62079,0.0
Q9GZT8,7.921812387415008e-06
Q06665,4.5530000756975935e-10
Q9Y1A3,1.2650635613336685e-06
Q9N3F0,2.3845039483207685e-07
P35080,1.2425480276338917e-05
Q9FK63,0.0
O61910,0.0
O35448,0.0
Q9JJN5,0.0
Q14CB8,4.394839889272683e-06
J3QN89,0.0
P48837,3.5448582300482568e-06
Q9NQR1,3.770896641207101e-07
Q9VF30,0.0
Q9SN15,0.0
Q9NRK6,1.4209432259087074e-05
Q8BWT1,2.3009894588920127e-06
Q8NCS4,8.025584020156214e-07
Q9WUH2,0.0
Q9NRY2,3.4047089149827925e-08
Q9TYV5,1.2961441478326646e-07
C6KI89,0.0
Q8IXM3,1.8242633130578757e-06
O43747,8.162775749836699e-07
Q10664,2.4698590873890686e-07
Q6UWL2,9.16096093849993e-07
Q9ERE9,0.0
Q8T0R3,0.0
Q10242,5.947701447261781e-09
Q9VII8,0.0
P59862,0.0
Q7Z4U5,2.3385414157409363e-07
P0CX38,2.831261500438653e-06
G3X9Y9,0.0
Q9VNR6,0.0
P04805,6.74150354932983e-08
Q9XES1,0.0
O32528,3.8587151420643563e-07
Q9VRQ4,0.0
Q6KAU7,2.7485850488824303e-08
Q5SV97,0.0
A0A5K1K8M5,0.0
Q9NWS6,7.745204384391613e-10
Q8GXL7,0.0
Q8BUN5,0.0
213742,0.0
Q62915,0.0
Q38997,0.0
P0A910,0.00010016394516591635
O14354,0.0
O74981,1.802769657990217e-10
Q8LPK4,8.622339852943512e-08
Q9FWT2,0.0
O95714,1.1656363029659548e-05
O82354,0.0
P87155,2.9528123708460455e-11
Q46795,2.069720199959897e-05
100132795,0.0
P41948,1.0614416995587184e-07
Q9M157,0.0
100716985,0.0
P10499,0.0
Q9LQ28,0.0
Q969X5,2.4947474507786464e-05
P47911,5.215878236163646e-05
3772628,0.0
B4DU55,0.0
P54577,4.314129920604803e-06
Y48C3A.20,5.8616853958946174e-08
A8MSE4,0.0
Q95XK4,0.0
B9DFG5,0.0
O43189,7.95054544408109e-06
Q9FN04,0.0
Q9H0V9,5.644752757091702e-06
Q99466,0.0
Q8LGF7,0.0
P40577,5.656782741257909e-08
F4IYD1,0.0
499423,0.0
P40371,1.1352102407634538e-05
P16691,2.7455852000627476e-08
P68371,1.30297462268087e-05
Q21338,1.9073402986086997e-06
Q09879,0.0
Q9H8E8,1.2005011327310662e-05
P0A955,5.1116207193119114e-08
Q99MN9,3.352408705604529e-07
Q9CQE8,1.6733881183652204e-05
Q9UHL0,0.0
O44954,2.694281383561059e-06
Q2HZ96,0.0
Q9LPV8,0.0
O14029,0.0
Q9LFP1,0.0
Q07538,3.889608826353176e-06
Q19733,0.0
Q20375,0.0
Q9VVF8,0.0
P0AFB1,3.587498816754324e-07
Q53RY4,6.070016820943241e-07
Q8VYK7,0.0
P30188,0.0
Q62425,7.396271570922344e-07
Q9JHQ5,3.9538532769338433e-07
Q9LM77,0.0
100169759,0.0
O22264,0.0
Q9NUQ6,2.1655946376362827e-06
Q09639,0.0
Q9VCD4,0.0
Q3TIX9,0.0
Q13023,0.0
Q9SKX8,1.2285178802410893e-05
P0DTC9,4.1847877238102364e-05
Q9Y2E6,6.743313277642822e-09
P08240,6.616048501875871e-06
Q9W062,0.0
Q84TG3,0.0
A0A5K1K911,0.0
Q8MLZ5,8.712035499470666e-08
P75869,1.66598547989265e-10
B2RYM5,0.0
Q10430,0.0
Q547R0,3.122511866460908e-05
M9PDK3,0.0
P90859,0.0
Q8IRF0,0.0
Q9VJW9,0.0
A0A5K1K8J3,0.0
P04179,1.7056448641289209e-06
Q8VD40,0.0
Q9D3E6,0.0
P80098,8.737014469697976e-08
P06786,3.1446494687678235e-07
Q8VE92,0.0
P0A7R1,1.439423294282039e-07
Q84VW5,0.0
Q9VU16,0.0
G5ECP0,0.0
Q22482,1.084860944877208e-06
O42905,5.352249435417287e-09
Q59R20,0.0
A0A178UDE2,0.0
Q9VD22,0.0
Q7ZW40,0.0
P0AEB5,1.4655672851036455e-06
P36051,0.0
Q9ZRP7,0.0
P55292,0.0
Q5XJY4,0.0
P38786,6.01910660767754e-07
9164875,0.0
100287559,0.0
Q06071,3.0200881416738933e-10
Q9VHX0,0.0
Q07648,3.0113992409231637e-07
79686,2.0706606058148535e-08
Q96DU9,1.4107734527592932e-05
P38262,4.941775848845717e-06
Q20053,2.4635128758318626e-06
P77806,7.304711050428025e-10
645683,1.1918122603435485e-08
P13020,3.2501199777677693e-06
Q0PJH8,0.0
Q80W99,0.0
Q64324,6.685903441655556e-06
O22286,0.0
Q9HBM1,8.275982787326664e-07
M9NCR3,0.0
A0A0R4IH07,0.0
Q23238,0.0
P20268,0.0
Q9C9E1,0.0
Q8WWA0,2.1499894774504686e-06
P28224,3.388046677807947e-08
P52479,0.0
P41005,0.0
Q68EM7,4.170882701648139e-06
Q15735,0.0
Q9VWY7,0.0
Q5PQZ9,0.0
Q7Z7A4,1.8298226695733903e-06
Q29980,4.127629801362712e-06
Q23243,0.0
Q92206,0.0
O13731,6.927288759742935e-08
O75586,2.899251656721882e-07
Q80WJ7,7.948262092805188e-08
P51401,9.877101837503536e-08
Q6Q415,0.0
Q96FQ6,6.572353836243208e-07
Q9UTM1,7.218153561835942e-10
O35623,0.0
A0A8J0TSX1,0.0
Q9VR00,0.0
O54988,5.682745057952317e-07
Q3SZ92,0.0
P04695,0.0
P90971,0.0
401068,0.0
Q92791,3.4562994798250115e-06
Q5EG47,0.0
P10552,0.0
101750306,0.0
Q8IC01,0.0
Q9USI4,1.5257534749954018e-07
Q9LPP4,0.0
A0A1D8PDW6,0.0
A1Z8Y4,0.0
O75909,1.03320001316086e-07
Q9BL11,2.1746578402361775e-07
Q7K755,0.0
F4IQG4,0.0
Q9NVQ4,1.5032363872092155e-07
Q6DHV5,0.0
Q3E875,0.0
P17994,6.415984624387149e-08
P11997,0.0
Q9ZV85,0.0
Q7XHC4,0.0
Q9N2Z3,0.0
Q9FX60,0.0
Q9Y5B0,6.154370442981714e-07
Q5A6A1,0.0
Q8N729,5.410106325134672e-07
Q7K5N8,0.0
Q9JM90,0.0
Q9Y5H9,6.899737828697857e-08
Q8I1S7,0.0
P40985,2.943628119848735e-08
P12995,6.727295148735485e-10
Q9V3Y0,0.0
Q9T053,0.0
Q96IV6,0.0
Q8C5V8,0.0
O49377,0.0
Q9VAQ0,0.0
Q969S2,8.463204143223367e-09
P10398,2.704803756654543e-06
Q9LF06,0.0
O36020,1.1230368361250533e-10
Q42565,0.0
G5EEB1,0.0
E9PAV3,6.52232481778956e-06
P13863,0.0
A0A1P8AZN3,0.0
A1ZB21,0.0
O74953,1.7406960808875392e-07
A2ASZ8,0.0
Q9UHM6,5.294911599351317e-10
O01960,0.0
Q9UKL6,8.069941305405499e-08
Q93712,0.0
Q9NS25,3.1170578236883373e-06
O59786,0.0
O82290,0.0
P49391,7.261556182384594e-07
P84586,0.0
85391,0.0
Q9D8T4,0.0
O14625,2.9759507597908905e-06
P0A8I3,1.0453357549334785e-08
Q21636,0.0
Q92527,0.0
P40069,4.29447156256023e-07
Q8BMG7,3.035800797001491e-07
Q9VS29,0.0
Q39262,0.0
Q8I6S5,0.0
Q08647,7.71236149449079e-08
O74388,1.1192273017722733e-07
P32466,1.2545611280161926e-08
Q9Y3R5,1.6226469712732577e-06
D5MCU1,0.0
Q9P3A9,5.6149289998753065e-09
Q9VWH7,0.0
Q9W0L9,0.0
F4HYV5,0.0
Q9VXS5,0.0
Q9NJH0,0.0
pnc-2,0.0
O95999,2.5503871810010473e-07
Q9S9P1,0.0
Q9CRC0,0.0
F4J7V2,2.6181718604185026e-06
Q9Y6H6,9.57193432620531e-05
Q9SJY4,0.0
F4IMY0,0.0
P10124,0.0
O43808,3.822170033520234e-06
Q5T700,1.7113331576799566e-05
Q6P589,1.5197549076384925e-08
D3ZHH8,0.0
Q9Y5E9,0.0
A2AWL7,1.2090832784512519e-05
P0AAF1,9.90961728168572e-09
Q96MN2,0.0
Q8AXB4,0.0
Q9BVS5,7.86896025006774e-06
P38871,3.9203924293594544e-08
Q03308,5.600378756108837e-09
Q15003,1.4083266415992007e-06
P26885,4.845985758174827e-06
P08417,1.001316761776139e-06
P32687,6.38566835441659e-08
Q8LBL1,0.0
Q9FL64,0.0
Q95XP9,4.6035331493943505e-07
H3BLN1,0.0
P40573,3.655373578325061e-07
Q13825,2.254167108486705e-05
Q7Z5D8,0.0
Q9SPK5,1.6435264293281683e-07
O82656,0.0
P10041,0.0
F10E7.11,0.0
P56524,0.0
Q9VEC1,0.0
Q96GD4,2.536923642158929e-05
Q9P2Z0,9.142237226976534e-07
P30143,2.5677992443919527e-05
P38712,9.391184174861123e-09
Q8RXF1,9.295162746397814e-10
Q8IYN6,5.473419105102578e-07
Q5SZJ8,2.1330067424869233e-09
P53109,1.4682752709637095e-09
