node,degree_centrality,closeness_centrality,betweenness_centrality
Q33BL4,0.000142383,0.4208824585824798,0
Q9Y2Q5,0.000172358,0.8132137095085179,0
Q5HYI8,0.000412161,0.901894142656173,0
A0A1D6PNJ3,0.000239803,0.065829118872284,0
P22803,0.000224815,0.6336591346952591,0
Q8N128,0.000179852,0.7219736261642529,0
P57775,0.00019484,0.7358651262309317,0
Q99469,0.000209827,0.7746743314830273,0
O95816,0.00183599,0.8761347408416571,0
P48061,0.00019484,0.5986041996262298,0
P18163,0.000224815,0.7716079177987534,0
P40564,0.00138636,0.6670243992579886,0
Q13118,0.000269778,0.7678836642592481,0
Q68D10,0.000164864,0.743075285236929,0
Q84292,0.00019484,0.7258639784712689,0
P06782,0.00054705,0.6937195058110041,0
P10592,0.018307442,0.7595827477033188,0
Q9HC62,0.000329729,0.7783169364010388,0
Q7Z6J9,0.000179852,0.6714358912957836,0
EBI-13654323,0.000142383,0.4428008955957299,0
Q9JI44,0.000164864,0.6851129956986836,0
O00560,0.002997535,0.8960435763083552,0
O76011,0.001955891,0.7813862399962105,0
O43660,0.00044963,0.7868867117766346,0
O75626,0.000389679,0.8215543472364508,0
O14828,0.00054705,0.894210030561694,0
Q9VZE2,0.000134889,0.4610813114693478,0
Q9WMX2-PRO_0000037551,0.000524569,0.7790720643198279,0
Q14524,0.000157371,0.7940708032421477,0
Q8N5H7,0.001199014,0.8081819981993303,0
P54725,0.00074189,0.7776468074451789,0
P56556,0.000517075,0.8454137439839141,0
Q99571,0.00019484,0.6920230880519331,0
Q6P6B1,0.000172358,0.7432749021177213,0
A0A1D6HK91,0.00044963,0.0652427652529153,0
P09651-2,0.000464618,0.7459019360198968,0
Q08050,0.000427149,0.7585347538891039,0
Q15042,0.000239803,0.8808679766953282,0
Q8N766,0.000397173,0.8479393930725775,0
P34730,0.000869285,0.662508087769242,0
P28700,0.00019484,0.6802335356126962,0
Q02792,0.000164864,0.664123362505963,0
Q9VW57,0.000299753,0.4931004024645012,0
Q53TN4,0.000457124,0.7458593172983602,0
Q9NRI5-1,0.000269778,0.7301027907071382,0
Q5VT25,0.000179852,0.8842220760206815,0
Q0P9C3,0.000329729,0.0280584766383422,0
Q8VZ95,0.000674445,0.4696806573961672,0
P11440,0.001011668,0.7621796902020009,0
P35749,0.000412161,0.8452701027624144,0
Q6DP93,0.000239803,0.7315463727143708,0
Q99704,0.000217321,0.7933926542535529,0
Q7Z3T8,0.000262284,0.8621482691932935,0
P78334,0.000187346,0.6854749103241161,0
Q96326,0.000202334,0.4763574331106349,0
Q03976,0.000217321,0.6204910903509047,0
P70196,0.000322235,0.6712753524798182,0
P53290,0.000239803,0.617925184388029,0
P60006,0.00035221,0.7371767977505687,0
Q12168,0.000284766,0.6404301520499294,0
EBI-151022,0.000224815,0.4630025511595338,0
Q9GZQ3,0.000134889,0.7881398163168959,0
O95218,0.000247297,0.8057988785756083,0
Q61625,0.000374692,0.6415422509434857,0
O00716,0.001049137,0.7901442765434683,0
Q15911,0.000172358,0.7823648955842367,0
P32843,0.000307247,0.6184346130313239,0
EBI-25774572,0.001011668,0.6684107183282277,0
B6SMA0,0.000629482,0.0720278194759443,0
Q9NRP7,0.000187346,0.7421963677254649,0
O94985-2,0.000202334,0.6506327015731942,0
P19875,0.000134889,0.6857004930820154,0
Q92621,0.000816828,0.8799874091773585,0
G5EEA1,0.000179852,0.4075833300559692,0
P96722,0.000202334,0.3699510140943858,0
Q9BSK4,0.000157371,0.7229914088656142,0
P27986-2,0.000562038,0.7249767561432414,0
P04786,0.000329729,0.6477290484441846,0
Q9SZD4,0.000277272,0.4160174599056194,0
P01859,0.000307247,0.8012922609220104,0
Q9NY59,0.000172358,0.721997516980002,0
Q15058,0.000524569,0.8563388102131595,0
Q07666,0.001281446,0.9188121114275672,0
P07203,0.000149877,0.8210411512479019,0
Q9UJA5,0.00029226,0.7483231473536243,0
Q8INB9,0.00035221,0.7486910802957827,0
Q6ZNE5,0.000142383,0.743720810886062,0
P53854,0.00029226,0.6174745053465549,0
Q06707,0.000269778,0.6721563090965909,0
Q86VS8,0.000307247,0.8374603805662997,0
A2APR8,0.000322235,0.7319071083969784,0
P0CG20,0.000554544,0.6355624322872081,0
A0A1D6HRR1,0.000179852,0.0599959633245878,0
Q9NYB9,0.00064447,0.8489975827313404,0
Q7JXC4,0.00054705,0.52046829137827,0
P40429,0.00080184,0.914872486521558,0
Q9BSE2,0.000337223,0.6707455884032422,0
Q8N4L2,0.000232309,0.6848586236585382,0
J3KQ12,0.000299753,0.6189847669065586,0
Q8WUH2,0.000142383,0.8113629702442112,0
P0A7J0,0.00019484,0.4980998318366668,0
P00899,0.000142383,0.6222731408978973,0
Q9LY03,0.000224815,0.4854983338204388,0
Q96N66-3,0.00019484,0.6769147717440769,0
Q9I7L0,0.000307247,0.5860486749026629,0
P20807-4,0.000164864,0.6484272699931496,0
O43933,0.000419655,0.7462930170373161,0
O15047,0.000359704,0.8131864315875288,0
P20081,0.000607001,0.6724632066774753,0
Q8N442,0.000187346,0.7888534205201491,0
P25382,0.000187346,0.6078700803684014,0
Q9HB21,0.000299753,0.8702613563213368,0
P40507,0.00025479,0.6790156811986082,0
Q64430,0.000202334,0.7268491797631931,0
O95456,0.000164864,0.7597399320442475,0
P12683,0.000247297,0.6162710946652284,0
P53094,0.000322235,0.6248876312309393,0
Q9NV06,0.000172358,0.7540698503556479,0
Q14318,0.001004174,0.8866794277067953,0
P10244,0.000314741,0.7887853831465682,0
D4GZY3,0.000134889,0.0023943324741905,0
Q9BQ75,0.00029226,0.7525090337444906,0
P04179,0.000344716,0.8006902871063883,0
P08622,0.000756877,0.5671508008067695,0
P50095,0.001723582,0.6902329283143315,0
G3V8S2,0.000202334,0.7361318413086739,0
Q5U0Y0,0.000217321,0.5148677660729984,0
P19880,0.000419655,0.6747630209807013,0
P06105,0.000412161,0.6703266741581738,0
Q9Y5S1,0.000209827,0.6947068463070797,0
Q05498,0.000172358,0.6238612707321781,0
O80340,0.000307247,0.4294959255003005,0
Q9HC52,0.001671125,0.8596491536725781,0
P38688,0.000187346,0.6428083360454699,0
Q22812,0.000779359,0.440824890405351,0
B4FVW9,0.000284766,0.0683224594225378,0
Q12913,0.000584519,0.8356852001443743,0
Q9M9C5,0.000584519,0.5723243763444612,0
Q0P9X8,0.000681939,0.0303438865023938,0
Q4JQV1,0.000239803,0.4615941274085761,0
P13631,0.000277272,0.7409854036847661,0
C6KSW5,0.00019484,0.0027170092478824,0
Q9TXN8,0.000809334,0.4755975045422054,0
P05067,0.004091635,0.8766396364804656,0
P53261,0.001034149,0.6549408363628834,0
P21192,0.000202334,0.6413488226893819,0
Q6PDN3,0.000149877,0.623886500003744,0
Q562R1,0.001378866,0.8615248019044421,0
Q9LID3,0.000164864,0.472460837038203,0
Q9H074,0.000217321,0.8294421491698964,0
Q8NHY2,0.00019484,0.7240978793677528,0
P16383,0.000202334,0.7450613896547764,0
Q14738-2,0.000149877,0.6907177071167049,0
P20226,0.000929236,0.8353734665087653,0
Q96QG7,0.000337223,0.7989106747297543,0
EBI-16435328,0.00083931,0.6494217823111703,0
Q9Y5Y7,0.000172358,0.5854271027145229,0
Q7JWV5,0.000157371,0.4356491162701491,0
O60506-2,0.000262284,0.7252807514228207,0
P31431,0.000232309,0.7867817231776666,0
P63102,0.000179852,0.797901469047072,0
Q9S7I6,0.000314741,0.5890973561648517,0
Q5HYK3,0.000217321,0.8252044412207213,0
Q9V9S0,0.000906754,0.46713751782594,0
Q15303,0.000846804,0.8115082529523941,0
Q0P7Q4,0.00029226,0.0253334544251616,0
EBI-5333232,0.00128894,0.7787399770090555,0
Q16363,0.000164864,0.8028617216508429,0
Q9UBH0,0.000209827,0.7130021584138321,0
P34082,0.005358093,0.5207062446837022,0
Q9NS86,0.000149877,0.8158452961702702,0
Q4LE60,0.00025479,0.704268454707464,0
Q99IB8-PRO_0000045603,0.000262284,0.7453260846075525,0
P36122,0.000164864,0.6388865169344959,0
P03211,0.000382186,0.7409408287447828,0
Q8IUW3,0.000209827,0.7351737031053311,0
Q6ZRI6,0.000142383,0.7899158350827109,0
Q61166,0.000232309,0.7105570837177446,0
P25491,0.00675944,0.8076230114626005,0
Q86XS8,0.000217321,0.741449085224739,0
EBI-25835277,0.000299753,0.6425249302886115,0
Q9P032,0.000457124,0.8063983426764983,0
P53277,0.000172358,0.6102256943280173,0
Q9UJ04,0.000232309,0.7379518562445594,0
P03905,0.000284766,0.7610816641995632,0
P18414,0.000307247,0.6519271655553466,0
P39960,0.001311421,0.7958699507558571,0
Q9VKC5,0.000277272,0.4847002167137947,0
P51965,0.000584519,0.7550693234772278,0
Q9SZ51,0.000337223,0.4704693105752381,0
Q06407,0.000164864,0.6630937129878598,0
Q62083,0.000164864,0.6353332110903146,0
P54199,0.000329729,0.6107325145451464,0
P0A7M9,0.000187346,0.5554901677015623,0
Q62093,0.000232309,0.67896134700053,0
P40960,0.00019484,0.6442035805427769,0
Q69117,0.000577025,0.7635396040315868,0
Q7TMB8,0.001004174,0.793750559320394,0
Q8IR26,0.00019484,0.4892457824730607,0
O76876,0.000224815,0.4445949091099639,0
Q0PAZ5,0.000217321,0.0261476714063652,0
B6SQH6,0.000187346,0.0654370523868625,0
P39935,0.000711914,0.6570328355154021,0
Q5GLZ8-2,0.000134889,0.7076700241446476,0
Q6QU65,0.001273952,0.5007270455608571,0
B8A377,0.000164864,0.0654016414317656,0
Q08921,0.00019484,0.6348697223410686,0
Q9HCJ0,0.00029226,0.7992898899263607,0
Q8IWC1,0.000284766,0.8227816357213592,0
Q9C8J8,0.000322235,0.5748496659671585,0
Q8IY57-5,0.000164864,0.6145756304983627,0
O75525,0.000532062,0.7611230059164239,0
Q86VZ2,0.000202334,0.7792310579696885,0
Q9BWW4,0.000479606,0.783721041467035,0
P41236,0.000172358,0.820156710794879,0
C0PBU6,0.00025479,0.0591589875501542,0
P35556,0.00019484,0.7403948617202014,0
Q9M2U8,0.00019484,0.3631831315019653,0
P22612,0.000539556,0.7692977377249597,0
A0A1D6J209,0.000299753,0.0645631285842037,0
Q5VT66,0.000142383,0.822810891014832,0
P51991,0.000921742,0.91252423210555,0
P0CG08,0.000134889,0.823981922058616,0
Q9H254,0.000149877,0.7509376806760848,0
EBI-13648977,0.000187346,0.4185634513209059,0
EBI-13661683,0.000172358,0.4737047959402098,0
Q9UHL9,0.000382186,0.7920176457616187,0
P16284,0.00074189,0.7424525338919338,0
P13196,0.000629482,0.7881865904828701,0
Q13520,0.002263139,0.6496112697473213,0
O95751,0.001041643,0.7452758944702254,0
Q17RF5,0.000299753,0.7045810051664715,0
Q9LVJ7,0.000157371,0.4302167387363693,0
P38144,0.000711914,0.7669705361560769,0
P0A988,0.00029226,0.5940241699366685,0
P46956,0.000382186,0.6278536082257737,0
P49258,0.000239803,0.4628734561690104,0
Q50312,0.000247297,0.3297477907163831,0
Q06679,0.00044963,0.641534975067776,0
Q9BUG6,0.000187346,0.719073808790748,0
Q05193,0.000344716,0.7620469689588407,0
Q6ZWV7,0.001940904,0.8029376967030758,0
A0A1D6MRB1,0.000307247,0.0680723254393267,0
P26196,0.001768545,0.867988744765214,0
Q8NB12,0.000412161,0.7621157956957071,0
Q12505,0.00019484,0.607200901784719,0
F4IBA7,0.000142383,0.4697264486835988,0
Q9VWT5,0.000209827,0.5154557878091393,0
P39572,0.000157371,0.4996995216547883,0
Q00526,0.000457124,0.816761513022623,0
Q7L2H7,0.000599507,0.8868895016616343,0
Q96IP4-2,0.000172358,0.6946594504164799,0
Q9V4B8,0.000239803,0.5003227079975056,0
O76039,0.000149877,0.7770984073208703,0
O07523,0.000404667,0.3699675929876914,0
Q5TBB1,0.00025479,0.7802896200264451,0
P17661,0.000509581,0.764230751220853,0
Q9H165,0.000149877,0.7796554911399156,0
Q05DH4,0.001004174,0.8412099525715747,0
Q9NQS3,0.000269778,0.8316833292777858,0
O96017,0.001079112,0.8297598391597507,0
P0A7N9,0.000502087,0.5491983193827618,0
P62877,0.000621988,0.8869327645390498,0
Q5ICL9,0.000134889,0.4001981752412276,0
B4FY36,0.000584519,0.0725902216701398,0
O43172-2,0.000209827,0.7142856309242414,0
Q02156,0.000599507,0.8126589855027623,0
B4FJZ7,0.000209827,0.0664626368186858,0
P62820,0.000734396,0.8890407501807197,0
P32581,0.000284766,0.6513899814213188,0
B4FVV5,0.000419655,0.0658470517358722,0
Q08117-2,0.002218176,0.699739221782638,0
Q9BRQ6,0.00025479,0.7707006943875072,0
Q08380,0.001303928,0.8917332070645958,0
P10964,0.00044963,0.6568308024147829,0
P02790,0.000172358,0.8138125525685855,0
P19807,0.000457124,0.6227684352364412,0
P26785,0.00029226,0.6546129635425959,0
P36123,0.000157371,0.6313284722441113,0
Q9VTY7,0.000172358,0.475051642796622,0
P52565,0.000554544,0.8427110158163643,0
Q9BVP2,0.000681939,0.910609659556478,0
Q14197,0.001888447,0.8149941875501835,0
Q9UUB7,0.000419655,0.445221801354848,0
O95271,0.000487099,0.7939837010324782,0
O65655,0.00035221,0.3534670028927137,0
P41162,0.000562038,0.8385339934890563,0
Q9BY89,0.000487099,0.8511370834001264,0
P12931-2,0.000269778,0.7342858305151999,0
P91419,0.000269778,0.397634423312328,0
O75469,0.000314741,0.6858073350709951,0
Q3LI72,0.000786853,0.6898027232021452,0
P0C6U8-PRO_0000338257,0.000142383,0.7102752126079014,0
A0A7U3Y808,0.00035221,0.0001631087217495,0
P80723,0.000651964,0.8651434216768014,0
Q9W258,0.001408841,0.571375648552327,0
A0A1D6MUI8,0.000382186,0.0669412004376403,0
Q02575,0.000607001,0.8138806390131297,0
Q86XP3,0.000382186,0.8538732129026324,0
O75880,0.000951717,0.8349537708077172,0
O60232,0.000966705,0.8834144990823385,0
P43363,0.000307247,0.7411292303757799,0
P07686,0.000284766,0.6918121282438044,0
O14530,0.000517075,0.8030478860731681,0
P02679,0.000157371,0.7840501465219727,0
Q05322,0.000681939,0.7996292726731135,0
Q9Y2H8,0.000172358,0.7370312998256993,0
Q7JYX3,0.000284766,0.4300109431328467,0
P49018,0.000419655,0.6029472334875894,0
O75529,0.000299753,0.8069326121158094,0
Q9HCH3,0.000232309,0.727711520304356,0
Q9VZ44,0.000172358,0.5373745606209994,0
Q9H3F6,0.000232309,0.7387424815963046,0
C0LGF5,0.000217321,0.4924186910511899,0
Q5VVQ6,0.000209827,0.6957176001072973,0
Q9UF33,0.000269778,0.797077385111337,0
P61619,0.000659458,0.8772458768150334,0
Q0A2H0,0.000307247,0.7274058308086854,0
P11353,0.000389679,0.6578286119084337,0
Q5TA45,0.00044963,0.7768509707052109,0
A0A1D6MVL6,0.000344716,0.064459823855776,0
Q9H8M7,0.000232309,0.722305850320999,0
P21854,0.000142383,0.6212401818812103,0
F4JI72,0.000951717,0.4752608155798348,0
Q7JZ51,0.000202334,0.4051250369618299,0
Q8IZW8,0.000172358,0.7111847439859758,0
P30101,0.001371372,0.8877782671596118,0
B4FW43,0.000239803,0.066135312141312,0
Q9VH84,0.000224815,0.4981227377585842,0
O15297,0.000344716,0.7434416933468758,0
EBI-13649825,0.000232309,0.4701787737753216,0
P29401,0.000696927,0.8599013179018642,0
O81445,0.000149877,0.3975823572222268,0
Q9HCE7,0.000157371,0.7283135987091689,0
Q71RG4,0.000164864,0.6005172430958563,0
P53141,0.00054705,0.6778021797563533,0
O14967,0.000284766,0.8817391091439333,0
Q8RWZ1,0.000239803,0.4884709240715759,0
Q9UHA2,0.000344716,0.7752126252528003,0
Q5VUA4,0.000134889,0.7911474662178759,0
Q80Z64,0.001169038,0.6924833827328283,0
Q39237,0.000959211,0.4768043157696328,0
P38041,0.000749384,0.792994308105949,0
P61158,0.000756877,0.8570307693299197,0
Q8LFN2,0.000262284,0.4933488816446634,0
Q0P8A8,0.000157371,0.0240959027709928,0
Q9LJY0,0.000726902,0.5754129795088923,0
Q9T0B9,0.000164864,0.4335177596684458,0
C0PK55,0.00029226,0.0668116797339751,0
P50887,0.000232309,0.5999598170339636,0
Q8WUM0,0.000554544,0.8718455916594333,0
Q22544,0.000157371,0.3976130983742519,0
P07307,0.000179852,0.7166744126809952,0
P17706-2,0.000187346,0.7273095329221277,0
Q9LV27,0.000711914,0.4741936738959814,0
P04899,0.000494593,0.8320149763159405,0
Q5SW45,0.000172358,0.651492511849627,0
Q7Z3S9,0.001948397,0.7158615032252421,0
P21333-2,0.000749384,0.7490050078216511,0
P17980,0.001258965,0.891569752965598,0
O75526,0.00019484,0.7497606132543262,0
Q15291,0.000636976,0.8278613798722396,0
Q9NXC2,0.000337223,0.6942480100390042,0
Q13422,0.000554544,0.7523381496545125,0
Q9BYD3-2,0.000614495,0.7327045114001025,0
P68135,0.000674445,0.7882325565932625,0
Q5NHT8,0.000172358,0.705005764252503,0
Q8T0N1,0.000262284,0.4817008777000365,0
P33316,0.000307247,0.8085760611311126,0
Q9VVT5,0.000314741,0.4814512415570589,0
P48788,0.000142383,0.652867140185118,0
A0A1D6JTI9,0.000217321,0.0652251599792122,0
P09543,0.000674445,0.8729638305198465,0
Q8WXF0,0.000651964,0.808189696074883,0
Q16322,0.000157371,0.6949104061764219,0
O95214,0.000577025,0.6211550356653575,0
Q9NVU0-2,0.00019484,0.7143731644131225,0
Q8K3Y3,0.000149877,0.6525407822073293,0
P41223,0.000344716,0.8027296437088565,0
Q8IXW5-2,0.000172358,0.7103323618223912,0
Q9UBQ0,0.00019484,0.8678595214973579,0
P55085,0.000577025,0.7323872382751585,0
Q5JXC2,0.000299753,0.7437461626752062,0
O43151,0.000209827,0.7460899536308853,0
P17210,0.000187346,0.5350402366288995,0
Q9ULJ8,0.00029226,0.837402984161566,0
Q13523,0.000876779,0.7745647197654839,0
Q99612,0.000636976,0.8107440543644437,0
P03886,0.000232309,0.7285863363001199,0
B4FEC8,0.000224815,0.0643739887775834,0
P01375,0.000869285,0.7405653899640299,0
P01111,0.003941758,0.9464678672756112,0
P09012,0.000876779,0.8461148704063609,0
P0A6H5,0.000359704,0.7224397824444619,0
Q9UJX5,0.000397173,0.7877625721879864,0
Q08J23,0.000681939,0.8992184204579784,0
P62081,0.000854297,0.9038732928271436,0
B6T095,0.000651964,0.0759427870596738,0
C0H4A6,0.000299753,0.0,0
P40213,0.000187346,0.6678469139310824,0
P55010,0.000187346,0.8389881748736374,0
P05187,0.000382186,0.7671978437619291,0
A0A1D6KZ71,0.001041643,0.0718351667539725,0
A0A1D6H2S6,0.000232309,0.0575257978173761,0
Q10713,0.000502087,0.8372147791649617,0
Q0P826,0.000209827,0.0224715570074846,0
P04951,0.000149877,0.5819202302341252,0
P15646,0.00144631,0.7938850633132987,0
P03018,0.00029226,0.5439665048748356,0
Q9VKW2,0.000262284,0.5008232641671121,0
Q6UWE0,0.000756877,0.8358086780496119,0
P34241,0.000284766,0.6508700464379685,0
P38630,0.000224815,0.7855834360610153,0
A0A178W5Y4,0.001086606,0.4488812371380658,0
Q14749,0.000209827,0.6987890063487839,0
P46379,0.002113262,0.8878267777437924,0
P04629,0.001633656,0.8923526898370181,0
G5EEQ3,0.000239803,0.4158173232731995,0
Q91ZW3,0.000164864,0.6595355945471231,0
Q15466,0.000239803,0.7198899625274112,0
P04050,0.000651964,0.6508428650010469,0
P09440,0.000584519,0.6709135365194239,0
P42574,0.000524569,0.8670948345967471,0
P38080,0.000284766,0.6695834566225968,0
O24408,0.000322235,0.4280328490724586,0
P61457,0.000696927,0.7915587271145138,0
Q9Y2J4-4,0.000337223,0.6398591946429459,0
Q9VV38,0.00019484,0.4993995324381354,0
Q6NYC1-2,0.000577025,0.7308361087077853,0
Q9BUR4,0.000322235,0.7382486330183022,0
Q96RF0,0.000322235,0.8262311963556863,0
Q9QWI6,0.002705275,0.7158192286925669,0
Q8IH18,0.000344716,0.5366310203581569,0
Q9MAH8,0.000262284,0.5081761769840396,0
P00582,0.000247297,0.5159470072046826,0
Q22227,0.008153294,0.4770266562479557,0
P48002,0.000157371,0.3778953267855013,0
Q81KT8,0.000404667,0.7509302963745588,0
Q9NAE1,0.000134889,0.4342539992075901,0
O08756,0.000164864,0.6396485626720834,0
Q96A37,0.000397173,0.7173732407220899,0
Q94CI7,0.000217321,0.5733313515804256,0
Q96FN4,0.00044963,0.7896164867081659,0
Q9VPI4,0.000172358,0.5019867180241938,0
Q9VTS9,0.000277272,0.4528671842245384,0
Q96FE5,0.000164864,0.6923678593290876,0
Q8IQX8,0.000307247,0.495638491486572,0
O81057,0.000142383,0.5401420247465379,0
Q9ULH0,0.000329729,0.8654071560703004,0
Q9FTA2,0.000884273,0.5201639361883662,0
P38159,0.001348891,0.8473583948443956,0
O14646,0.000142383,0.8302921204938353,0
O75923,0.000337223,0.7151304552991099,0
P17558,0.000262284,0.6444172235694011,0
A1Z904,0.000314741,0.4434005931953759,0
O35638,0.000142383,0.6925879520866064,0
Q99677,0.000239803,0.7311355885442408,0
Q9BZG8,0.000142383,0.7008917100194387,0
O15269,0.000629482,0.8669274928899827,0
Q9SN74,0.000172358,0.4337944346209331,0
Q9UBE8,0.00035221,0.7756189046714403,0
P21359,0.000629482,0.8700075405647749,0
Q0WQ63,0.000164864,0.4186165684519289,0
P26678,0.000457124,0.6483749681475982,0
P15108,0.004286474,0.732040414650107,0
Q68CZ1,0.001266458,0.8710082940414674,0
P53168,0.000172358,0.6091273466827141,0
Q94KB9,0.000164864,0.4703922239617393,0
Q02833-2,0.000134889,0.7214968233284511,0
Q9D051,0.000157371,0.7861163664289322,0
Q9Y3E5,0.000367198,0.8375435045066136,0
Q15363,0.000472112,0.855099925462998,0
Q0PB86,0.000397173,0.0270114838286923,0
Q9HBE1-4,0.000771865,0.7122882301771007,0
O95562,0.000224815,0.7754562630679125,0
O43516,0.000209827,0.7388800769160929,0
EBI-13652431,0.000179852,0.4456285333928559,0
Q05086-2,0.000681939,0.7487512752355817,0
P28908,0.000179852,0.718341594353922,0
Q06205,0.000592013,0.6585513446429229,0
A0A1D6PW19,0.000134889,0.055504736925896,0
Q68EA5,0.000209827,0.666773964440961,0
Q15047-3,0.000142383,0.7084861162381652,0
P32828,0.000277272,0.6660144931034917,0
A0A1D6JYW6,0.000217321,0.0649971530172652,0
Q8N6F8,0.000389679,0.7113135894224323,0
Q9UH99,0.000861791,0.8745799645706882,0
Q13490,0.001011668,0.7823344382915247,0
Q9MAI5,0.000337223,0.4388341616400883,0
A0A1D6PC89,0.000179852,0.0586707662995352,0
P32476,0.000164864,0.6139782369728886,0
B6SIS5,0.000284766,0.0697619209116194,0
Q8NB50,0.00019484,0.714603125516341,0
Q13163,0.000509581,0.7563743668866595,0
Q9Y149,0.000239803,0.5843383262613575,0
P08173,0.000607001,0.8258527855415354,0
O60610,0.000329729,0.8486829139569845,0
Q9UJC3,0.000524569,0.8829242293378717,0
Q8N3F0,0.000172358,0.6141419228283689,0
Q03373,0.000337223,0.6782533832615841,0
Q9M9S4,0.000554544,0.4841664228246893,0
Q9H469,0.000142383,0.7083060597555779,0
C0P4D6,0.000187346,0.0635447465299848,0
Q9R1K9,0.000239803,0.735772955869084,0
Q9STS3,0.000659458,0.4198381857165736,0
P14922,0.000157371,0.6411479747843468,0
P63278-2,0.000487099,0.6561434088412836,0
P0DTD2,0.000704421,0.779546852701694,0
Q9NRC1-4,0.000134889,0.6916658171466885,0
Q9Y371,0.001566212,0.8913642190383199,0
Q8T3U2,0.000164864,0.5140283779199902,0
Q944J0,0.00128894,0.4884570203525469,0
Q8TDW7-3,0.000134889,0.6714341202283073,0
Q8NFW8,0.000247297,0.7972088578130104,0
A1Z823,0.000172358,0.454440101519065,0
P0AFJ5,0.000187346,0.5015617312310219,0
P15790,0.001266458,0.6668394670123216,0
O83654,0.00029226,0.0073935180283718,0
Q0PBK7,0.00054705,0.0293096716196237,0
A0A380PNP6,0.000134889,0.7044009786208235,0
P17505,0.000269778,0.6386276532537879,0
Q10924,0.000487099,0.5249511267118522,0
Q9W424,0.000202334,0.5386430150304078,0
Q16666,0.000157371,0.7896732352005673,0
O00295,0.000217321,0.7302305524994566,0
Q2TBE0,0.00080184,0.7285369851960722,0
P39010,0.000322235,0.6119972477414275,0
P34288-2,0.000142383,0.46796123069892,0
Q9Y697,0.000247297,0.8333869576578573,0
A0A1D6JQV8,0.000179852,0.0594207616776823,0
Q12230,0.000704421,0.7858247421327198,0
Q9PJ84,0.000359704,0.0251193468831352,0
P17029,0.00019484,0.7589339178360721,0
O55234,0.000517075,0.7555100660381221,0
Q15517,0.000142383,0.7317405438393747,0
Q9U2Z5,0.000209827,0.4211486938589474,0
Q05127,0.000472112,0.7504565279728079,0
Q9UQB9,0.000134889,0.7273005279487486,0
P17709,0.000494593,0.6698912407355389,0
Q8NA61-2,0.000786853,0.7311870426041159,0
Q9BYP7,0.000239803,0.7749876226539935,0
Q9LVG2,0.000517075,0.5161363615521788,0
Q6A078,0.000322235,0.6903599101347634,0
Q63622,0.000134889,0.6082770441968467,0
Q8T0U6,0.000749384,0.5144279759889585,0
A9UN61,0.000277272,0.5122551944877298,0
Q7Z3K3,0.00138636,0.8270114494389945,0
Q6DN90,0.000269778,0.836095104282877,0
P32657,0.000509581,0.6619759981956279,0
P33748,0.000517075,0.6623394379799566,0
P0A6B7,0.000359704,0.7223348875086064,0
P36382,0.000262284,0.6523986256901422,0
Q9ULJ6,0.000157371,0.7360534382285211,0
P01833,0.000209827,0.7397185490935932,0
P00488,0.000277272,0.7330903173122385,0
EBI-2899747,0.00074189,0.0,0
Q14190,0.000239803,0.7201649158671356,0
Q7L2J0,0.000509581,0.8602098272646095,0
Q8NFV4,0.000164864,0.7400124461847533,0
Q8IX01,0.000322235,0.8482652886780784,0
P38634,0.000209827,0.6276332658026367,0
K7UVN5,0.000307247,0.0635280456092459,0
P49746,0.000322235,0.7314850584853846,0
P33322,0.001251471,0.6778403838607961,0
Q8CBW3,0.00025479,0.673768499073863,0
Q7Z3C6-3,0.00029226,0.5709488820337677,0
Q50295,0.000157371,0.3937162883535068,0
Q9Y5Q9,0.001019162,0.8783583192589328,0
Q6ZNH5,0.000374692,0.638483752775471,0
Q96FV9,0.000704421,0.7684025074443412,0
O94851,0.000149877,0.7727342033967602,0
A7KAX9,0.000284766,0.8005715115620242,0
Q5NEC5,0.000569532,0.7287528587183977,0
P07251,0.001004174,0.6827419068099021,0
P51812,0.000786853,0.8791784356618607,0
P90971,0.000734396,0.4624950057502569,0
P62993,0.006991749,0.9509536673465266,0
Q67020,0.000172358,0.7098378138251961,0
EBI-13648009,0.000232309,0.4429583438136864,0
Q9VR05,0.000262284,0.4845684259271426,0
Q8BH57,0.000179852,0.714685385917316,0
Q9XIM7,0.000172358,0.5725831404361543,0
Q8WUD6,0.000269778,0.7226154728036769,0
P04440,0.000187346,0.6963523242392957,0
Q9H706,0.000179852,0.7595404399543653,0
P55039,0.000134889,0.8292498509428917,0
O88522,0.000209827,0.6612042242412035,0
P43364,0.00080184,0.7244155687394109,0
P14081,0.000314741,0.5448657821624087,0
P18459-2,0.000149877,0.4696617367897099,0
Q0PB14,0.001551224,0.0335034856605605,0
Q9VHX7,0.00019484,0.405930988626882,0
Q3SYB3,0.000314741,0.7117153302300447,0
P0A6F9,0.000314741,0.7979915176942187,0
Q6VY07,0.000217321,0.7859784145124179,0
EBI-13678892,0.000187346,0.4740722427386041,0
Q99592,0.002368052,0.8246314627182714,0
B6T4K0,0.000247297,0.0656681615724099,0
P00528,0.000337223,0.5343511799672761,0
Q8N6M0,0.000134889,0.6939647376237155,0
A0A1D6NMH3,0.000539556,0.0716010973033504,0
Q1PDZ2,0.000179852,0.572656349173654,0
Q02556,0.000322235,0.7946289583029156,0
O75164,0.000419655,0.7733598601384682,0
Q9Y6X9,0.000149877,0.8025507959140705,0
